ticker,expense,segment,issuer,name,aum,return_ytd,return_1m,return_3m,return_1y,return_3y,return_5y,return_10y,flow_ytd,flow_1m,flow_3m,flow_1y,flow_3y
EEMO,0.31%,Equity: Emerging Markets - Total Market,Invesco,Invesco S&P Emerging Markets Momentum ETF,6,-4.43%,-3.94%,-6.74%,-20.14%,4.24%,6.44%,--,$0.00M,$0.00M,$0.00M,$0.59M,-$3.77M
EMGD,0.31%,Equity: Emerging Markets - Total Market,Simplify Asset Management Inc.,Simplify Emerging Markets Equity PLUS Downside Convexity ETF,3,--,--,--,--,--,--,--,$0.08M,$0.08M,$0.08M,$0.08M,$0.08M
EMMF,0.48%,Equity: Emerging Markets - Total Market,WisdomTree,WisdomTree Emerging Markets Multifactor Fund,2,-2.25%,-1.70%,-4.24%,-3.62%,3.77%,--,--,$0.00M,$0.00M,$0.00M,-$7.74M,-$13.81M
AVES,0.36%,Equity: Emerging Markets - Total Market Value,American Century Investments,Avantis Emerging Markets Value ETF,67,-2.71%,-2.26%,-3.18%,--,--,--,--,$20.43M,$22.45M,$52.31M,$64.36M,$64.36M
EEMD,0.50%,Equity: Emerging Markets - Total Market Value,Advisors Asset Management,AAM S&P Emerging Markets High Dividend Value ETF,8,0.86%,0.29%,-2.67%,2.81%,2.90%,--,--,$0.00M,$0.00M,$0.55M,$2.23M,$4.21M
ECON,0.49%,Equity: Emerging Markets Consumer,"Columbia Management Investment Advisers, LLC",Columbia Emerging Markets Consumer ETF,131,-2.46%,-1.39%,-9.08%,-22.96%,2.95%,0.83%,0.95%,$0.00M,$0.00M,$0.00M,-$24.16M,-$169.50M
KMED,0.79%,Equity: Emerging Markets Health Care,CICC,KraneShares Emerging Markets Healthcare Index ETF,2,-11.86%,-10.58%,-17.25%,-34.65%,5.98%,--,--,$0.00M,$0.00M,-$1.49M,-$3.10M,-$1.00M
KEMQ,0.60%,Equity: Emerging Markets Information Technology,CICC,KraneShares Emerging Markets Consumer Technology Index ETF,73,-13.50%,-13.39%,-27.87%,-42.66%,0.51%,--,--,-$5.40M,-$12.51M,$11.51M,$54.28M,$59.20M
EMIF,0.60%,Equity: Emerging Markets Infrastructure,Blackrock,iShares Emerging Markets Infrastructure ETF,17,-4.37%,-3.51%,-2.65%,0.42%,-5.10%,-1.39%,-0.13%,$1.18M,$1.18M,$2.31M,$2.31M,-$6.99M
EMQQ,0.86%,Equity: Emerging Markets Internet,Exchange Traded Concepts,Emerging Markets Internet & Ecommerce ETF,917,-10.65%,-10.65%,-26.53%,-47.14%,9.35%,9.14%,--,-$20.23M,-$20.21M,-$56.82M,$9.39M,$693.84M
EWEB,0.65%,Equity: Emerging Markets Internet,"Mirae Asset Global Investments Co., Ltd.",Global X Emerging Markets Internet & E-commerce ETF,4,-5.59%,-4.48%,-23.92%,-48.38%,--,--,--,-$0.00M,-$0.00M,-$0.00M,$1.11M,$6.36M
EMCR,0.15%,Equity: Emerging Markets Low Carbon,DWS,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,754,-1.92%,-1.76%,-6.22%,-1.66%,10.43%,--,--,$302.26M,$302.26M,$302.26M,$772.07M,$772.07M
EFNL,0.53%,Equity: Finland - Total Market,Blackrock,iShares MSCI Finland ETF,31,-7.39%,-7.16%,-8.61%,-2.71%,8.53%,9.48%,8.85%,$7.26M,$7.26M,$4.81M,$1.60M,-$4.52M
EWQ,0.51%,Equity: France - Total Market,Blackrock,iShares MSCI France ETF,817,-3.96%,-3.11%,-1.23%,16.28%,13.42%,10.87%,8.72%,$124.16M,$124.16M,$132.11M,-$64.82M,$36.64M
FLFR,0.09%,Equity: France - Total Market,Franklin Templeton,Franklin FTSE France ETF,10,-4.23%,-3.47%,-1.17%,14.33%,13.05%,--,--,$0.00M,$0.00M,$0.00M,$3.12M,$8.04M
FM,0.79%,Equity: Frontier Markets - Total Market,Blackrock,iShares MSCI Frontier and Select EM ETF,499,-3.51%,-2.77%,-5.92%,15.11%,8.84%,6.66%,--,$0.00M,$0.00M,$3.60M,$7.29M,-$61.29M
DAX,0.20%,Equity: Germany - Large Cap,"Mirae Asset Global Investments Co., Ltd.",Global X DAX Germany ETF,38,-4.25%,-3.22%,-5.42%,1.72%,9.88%,5.89%,--,-$2.23M,-$2.25M,-$3.52M,$4.62M,$18.58M
EWGS,0.59%,Equity: Germany - Small Cap,Blackrock,iShares MSCI Germany Small Cap ETF,36,-8.62%,-7.57%,-12.14%,-7.55%,12.45%,12.65%,12.49%,$0.00M,$0.00M,$0.00M,-$0.15M,-$15.87M
EWG,0.51%,Equity: Germany - Total Market,Blackrock,iShares MSCI Germany ETF,2370,-3.51%,-3.02%,-6.14%,-0.23%,8.16%,5.15%,6.36%,-$0.09M,-$29.92M,-$219.58M,-$194.19M,-$321.93M
FGM,0.80%,Equity: Germany - Total Market,First Trust,First Trust Germany AlphaDEX Fund,85,-4.66%,-3.81%,-9.25%,-1.30%,9.32%,8.03%,--,-$8.10M,-$8.10M,-$8.10M,-$8.66M,-$59.18M
HEWG,0.53%,Equity: Germany - Total Market,Blackrock,iShares Currency Hedged MSCI Germany ETF,55,-2.28%,-2.10%,-2.83%,9.00%,10.65%,6.16%,--,-$6.54M,-$4.89M,-$3.42M,-$10.31M,-$176.13M
DXGE,0.48%,Equity: Germany - Total Market,WisdomTree,WisdomTree Germany Hedged Equity Fund,30,-0.43%,2.50%,0.97%,15.38%,11.68%,7.21%,--,$0.00M,$0.00M,$0.00M,-$3.37M,-$30.93M
FLGR,0.09%,Equity: Germany - Total Market,Franklin Templeton,Franklin FTSE Germany ETF,18,-3.50%,-2.91%,-6.46%,-0.16%,8.71%,--,--,$0.00M,$0.00M,$5.31M,$10.62M,$14.10M
DBGR,0.45%,Equity: Germany - Total Market,DWS,Xtrackers MSCI Germany Hedged Equity ETF,13,-2.26%,-2.11%,-2.84%,9.09%,10.94%,6.26%,7.17%,$0.00M,$0.00M,$0.00M,-$1.62M,-$13.57M
FSMO,0.64%,Equity: Global - Extended Market,Fidelity,Fidelity Small-Mid Cap Opportunities ETF,28,-9.39%,-8.11%,-8.98%,--,--,--,--,-$1.21M,-$1.21M,$2.38M,$26.05M,$26.05M
SDIV,0.59%,Equity: Global - High Dividend Yield,"Mirae Asset Global Investments Co., Ltd.",Global X SuperDividend ETF,916,-0.33%,-0.15%,-5.72%,-0.08%,-6.01%,-3.35%,1.63%,$18.22M,$23.64M,$43.53M,$216.78M,$393.10M
WDIV,0.40%,Equity: Global - High Dividend Yield,State Street Global Advisors,SPDR S&P Global Dividend ETF,290,0.76%,1.22%,0.04%,11.54%,5.60%,5.56%,--,$0.00M,-$6.59M,-$41.34M,$78.20M,$61.50M
DEW,0.58%,Equity: Global - High Dividend Yield,WisdomTree,WisdomTree Global High Dividend Fund,65,-0.56%,0.63%,3.08%,17.64%,8.35%,6.44%,6.22%,$0.00M,$0.00M,$4.93M,-$4.55M,-$29.25M
IOO,0.40%,Equity: Global - Large Cap,Blackrock,iShares Global 100 ETF,3680,-6.11%,-5.80%,-1.13%,13.92%,20.37%,15.59%,11.88%,$50.10M,$89.38M,$170.54M,$407.53M,$631.46M
BLES,0.52%,Equity: Global - Large Cap,Inspire,Inspire Global Hope ETF,140,-7.97%,-6.71%,-12.88%,3.23%,11.65%,--,--,$5.63M,$11.27M,$16.77M,$20.57M,$14.76M
DGT,0.50%,Equity: Global - Large Cap,State Street Global Advisors,SPDR Global Dow ETF,98,-0.77%,-0.26%,-0.22%,16.89%,14.72%,11.92%,10.38%,$0.00M,$0.00M,$0.00M,$2.80M,-$17.60M
TEQI,0.54%,Equity: Global - Large Cap,"T. Rowe Price Group, Inc.",T. Rowe Price Equity Income ETF,62,-0.75%,0.34%,-0.75%,18.02%,--,--,--,$4.76M,$6.56M,$9.99M,$30.10M,$37.29M
VSLU,0.49%,Equity: Global - Large Cap,Applied Finance Group,Applied Finance Valuation Large Cap ETF,11,-6.68%,-6.47%,-2.02%,--,--,--,--,$1.42M,$1.42M,$2.11M,$9.45M,$9.45M
SPQQ,0.20%,Equity: Global - Large Cap,SRN Advisors,Siren Large Cap Blend Index ETF,1,-11.81%,-10.47%,-9.44%,5.56%,--,--,--,-$0.81M,-$0.81M,-$0.81M,-$0.81M,$0.27M
FBCG,0.59%,Equity: Global - Large Cap Growth,Fidelity,Fidelity Blue Chip Growth ETF,406,-16.95%,-17.12%,-16.64%,-4.71%,--,--,--,-$20.99M,-$20.11M,$18.21M,$210.23M,$402.79M
LRGE,0.59%,Equity: Global - Large Cap Growth,Franklin Templeton,ClearBridge Large Cap Growth ESG ETF,217,-14.14%,-14.02%,-11.81%,4.14%,20.17%,--,--,$34.23M,$46.45M,$70.69M,$83.88M,$150.31M
TGRW,0.52%,Equity: Global - Large Cap Growth,"T. Rowe Price Group, Inc.",T. Rowe Price Growth Stock ETF,43,-16.69%,-17.13%,-18.18%,-6.17%,--,--,--,$0.97M,$1.98M,$4.89M,$17.89M,$27.80M
FBCV,0.59%,Equity: Global - Large Cap Value,Fidelity,Fidelity Blue Chip Value ETF,105,-2.82%,-1.45%,-0.58%,19.49%,--,--,--,$3.71M,$4.45M,$8.07M,$44.78M,$89.51M
IVDG,0.59%,Equity: Global - Mid Cap Growth,Invesco,Invesco Focused Discovery Growth ETF,1,-19.54%,-18.65%,-20.31%,-7.88%,--,--,--,$0.00M,-$0.14M,$0.11M,-$0.17M,-$0.17M
SMCP,1.18%,Equity: Global - Small Cap,AlphaMark Advisors,AlphaMark Actively Managed Small Cap ETF,24,-10.61%,-6.60%,-12.15%,0.03%,7.39%,3.90%,--,$0.00M,$0.00M,$0.00M,-$1.41M,-$3.75M
VT,0.08%,Equity: Global - Total Market,Vanguard,Vanguard Total World Stock ETF,24460,-7.35%,-6.77%,-6.27%,5.94%,14.96%,11.91%,10.60%,$2.52M,$89.50M,"$1,016.72M","$5,734.60M","$5,859.54M"
ACWI,0.32%,Equity: Global - Total Market,Blackrock,iShares MSCI ACWI ETF,17620,-7.48%,-6.82%,-6.00%,6.20%,14.89%,12.01%,10.49%,"$1,290.36M","$1,820.53M","$1,696.56M","$2,081.22M","$1,959.08M"
ACWV,0.20%,Equity: Global - Total Market,Blackrock,iShares MSCI Global Min Vol Factor ETF,5260,-6.95%,-5.77%,-3.92%,4.62%,8.55%,8.72%,9.18%,$0.00M,$0.00M,$181.28M,-$641.92M,$545.15M
FV,0.87%,Equity: Global - Total Market,First Trust,First Trust Dorsey Wright Focus 5 ETF,2760,-6.24%,-5.20%,-5.43%,8.66%,18.32%,14.19%,--,$8.66M,$3.72M,$28.28M,$76.45M,-$604.71M
INFL,0.85%,Equity: Global - Total Market,Horizon Kinetics LLC,Horizon Kinetics Inflation Beneficiaries ETF,838,-4.68%,-2.85%,-5.80%,20.52%,--,--,--,$8.44M,$6.11M,$9.44M,$800.17M,$817.75M
SPGM,0.09%,Equity: Global - Total Market,State Street Global Advisors,SPDR Portfolio MSCI Global Stock Market ETF,540,-6.85%,-6.20%,-5.39%,7.81%,15.41%,11.95%,--,-$100.25M,-$100.25M,-$48.65M,$3.88M,$230.28M
SDG,0.49%,Equity: Global - Total Market,Blackrock,iShares MSCI Global Impact ETF,516,-6.05%,-5.10%,-10.74%,-13.40%,16.52%,13.73%,--,$8.88M,$8.88M,$13.50M,$231.96M,$452.78M
DWLD,0.63%,Equity: Global - Total Market,Davis Advisers,Davis Select Worldwide ETF,337,-0.75%,-0.65%,-6.78%,-10.15%,11.19%,8.81%,--,-$25.93M,-$25.93M,-$25.93M,$13.81M,$72.59M
FVC,0.71%,Equity: Global - Total Market,First Trust,First Trust Dorsey Wright Dynamic Focus 5 ETF,212,-6.50%,-5.23%,-5.41%,8.77%,11.58%,9.97%,--,$0.00M,$0.00M,-$0.29M,-$35.33M,-$375.67M
ACWF,0.35%,Equity: Global - Total Market,Blackrock,iShares MSCI Global Multifactor ETF,142,-7.35%,-6.15%,-3.91%,5.20%,11.26%,9.18%,--,$0.00M,$3.92M,$7.77M,$46.68M,-$20.74M
TDVG,0.50%,Equity: Global - Total Market,"T. Rowe Price Group, Inc.",T. Rowe Price Dividend Growth ETF,119,-7.72%,-6.26%,-3.63%,14.78%,--,--,--,$1.27M,$3.91M,$15.32M,$71.50M,$92.82M
DWAW,1.24%,Equity: Global - Total Market,AdvisorShares,AdvisorShares Dorsey Wright FSM All Cap World ETF,114,-15.47%,-14.81%,-15.39%,-18.55%,--,--,--,-$14.71M,-$15.09M,-$14.29M,-$3.94M,$69.46M
SQEW,0.75%,Equity: Global - Total Market,Redwood Investment Management,LeaderShares Equity Skew ETF,107,-7.49%,-6.15%,-12.69%,-4.62%,--,--,--,-$61.41M,$11.39M,$17.00M,$45.50M,$91.68M
JSTC,0.89%,Equity: Global - Total Market,Toroso Investments,Adasina Social Justice All Cap Global ETF,91,-7.22%,-6.41%,-6.03%,8.43%,--,--,--,$10.82M,$12.63M,$25.63M,$52.83M,$89.77M
ACTV,0.75%,Equity: Global - Total Market,Redwood Investment Management,LeaderShares Activist Leaders ETF,76,-6.86%,-6.23%,-12.29%,2.63%,--,--,--,-$0.05M,$6.32M,$11.14M,$24.64M,$61.58M
SPCX,0.95%,Equity: Global - Total Market,"Tuttle Tactical Management, LLC",The SPAC and New Issue ETF,56,-0.89%,-0.83%,-2.31%,-5.12%,--,--,--,-$4.89M,-$7.70M,-$23.47M,-$19.32M,$58.50M
SPC,0.80%,Equity: Global - Total Market,Cohanzick Management,CrossingBridge Pre-Merger SPAC ETF,48,-0.24%,-0.15%,0.73%,--,--,--,--,$5.32M,$16.78M,$37.00M,$48.01M,$48.01M
FMAG,0.59%,Equity: Global - Total Market,Fidelity,Fidelity Magellan ETF,48,-15.22%,-14.72%,-11.65%,--,--,--,--,$0.12M,$0.76M,$8.30M,$46.68M,$46.68M
WBIG,1.14%,Equity: Global - Total Market,WBI,WBI BullBear Yield 3000 ETF,44,0.96%,2.05%,-0.43%,13.46%,6.62%,6.23%,--,$0.00M,$0.00M,-$2.66M,-$12.67M,-$26.34M
WBIL,1.25%,Equity: Global - Total Market,WBI,WBI BullBear Quality 3000 ETF,42,-1.36%,0.11%,-1.32%,9.70%,8.33%,6.23%,--,$0.00M,$0.00M,-$1.52M,-$8.95M,-$3.17M
ASET,0.57%,Equity: Global - Total Market,Northern Trust,FlexShares Real Assets Allocation Index Fund,40,-4.10%,-2.40%,-2.69%,10.97%,9.31%,7.52%,--,$10.23M,$10.23M,$9.38M,$34.25M,$25.98M
JOYY,0.51%,Equity: Global - Total Market,Infusive Asset Management,Infusive Compounding Global Equities ETF,37,-8.32%,-8.45%,-9.58%,-10.75%,--,--,--,$0.00M,$0.00M,$0.00M,$5.22M,$6.84M
FLQD,0.45%,Equity: Global - Total Market,Franklin Templeton,Franklin LibertyQ Global Dividend ETF,27,-2.38%,-1.33%,0.69%,14.90%,13.41%,9.92%,--,-$1.87M,-$1.87M,-$1.87M,-$1.87M,$4.79M
MOHR,0.96%,Equity: Global - Total Market,Retireful LLC,Mohr Growth ETF,23,-8.87%,-7.88%,--,--,--,--,--,$21.84M,$22.46M,$24.36M,$24.36M,$24.36M
DIVS,0.65%,Equity: Global - Total Market,Guinness Atkinson Asset Management,SmartETFs Dividend Builder ETF,23,-5.54%,-4.17%,0.15%,--,--,--,--,$0.00M,$0.00M,-$1.56M,-$2.18M,-$2.18M
KOCG,0.75%,Equity: Global - Total Market,Knights of Columbus,FIS Knights of Columbus Global Belief ETF,23,-8.00%,-7.02%,-6.19%,--,--,--,--,$0.00M,$0.00M,$0.99M,$24.12M,$24.12M
KONG,0.89%,Equity: Global - Total Market,Formidable Asset Management,Formidable Fortress ETF,19,-8.40%,-7.24%,-4.46%,--,--,--,--,$0.00M,$0.00M,$1.90M,$18.34M,$18.34M
YLDE,0.60%,Equity: Global - Total Market,Franklin Templeton,ClearBridge Dividend Strategy ESG ETF,18,-4.85%,-4.04%,-2.21%,16.46%,16.89%,--,--,-$2.05M,-$2.05M,-$2.01M,$1.88M,$9.94M
GTR,0.99%,Equity: Global - Total Market,WisdomTree,WisdomTree Target Range Fund,18,-7.10%,-6.67%,-6.56%,--,--,--,--,$8.96M,$10.27M,$17.93M,$17.93M,$17.93M
MOTG,0.52%,Equity: Global - Total Market,VanEck,VanEck Morningstar Global Wide Moat ETF,18,-4.30%,-3.47%,-4.42%,5.61%,16.12%,--,--,$0.00M,$0.00M,$0.00M,$3.89M,$5.64M
CTRU,0.55%,Equity: Global - Total Market,ARK,ARK Transparency ETF,18,--,--,--,--,--,--,--,$1.83M,$1.83M,$19.58M,$19.58M,$19.58M
FLQG,0.35%,Equity: Global - Total Market,Franklin Templeton,Franklin LibertyQ Global Equity ETF,16,-6.29%,-5.33%,-2.24%,8.33%,13.51%,11.44%,--,$0.00M,$0.00M,$0.00M,$0.00M,-$5.74M
KNGS,0.60%,Equity: Global - Total Market,Alpha Architect,UPHOLDINGS Compound Kings ETF,10,-14.68%,-15.39%,-17.95%,-15.08%,--,--,--,$0.00M,$0.00M,$0.27M,$4.49M,$8.86M
SDGA,0.75%,Equity: Global - Total Market,Impact Shares,Impact Shares Sustainable Development Goals Global Equity ETF,6,-5.30%,-4.42%,-2.02%,9.82%,15.16%,--,--,$0.00M,$0.73M,$0.73M,$2.06M,$3.15M
VNSE,0.80%,Equity: Global - Total Market,Natixis,Natixis Vaughan Nelson Select ETF,5,-11.23%,-24.67%,-21.05%,3.02%,--,--,--,-$0.30M,$0.99M,$0.99M,-$1.13M,-$0.86M
MVP,0.75%,Equity: Global - Total Market,Roundhill Investments,"Roundhill Pro Sports, Media & Apparel ETF",5,-6.71%,-7.68%,-14.20%,--,--,--,--,$0.00M,$0.00M,-$3.11M,$5.69M,$5.69M
ICAP,0.80%,Equity: Global - Total Market,Virtus Investment Partners,InfraCap Equity Income Fund ETF,5,--,--,--,--,--,--,--,$0.76M,$4.51M,$4.51M,$4.51M,$4.51M
FDWM,0.59%,Equity: Global - Total Market,Fidelity,Fidelity Women's Leadership ETF,3,-12.21%,-11.50%,-12.87%,--,--,--,--,$0.00M,$0.00M,$0.51M,$1.03M,$1.03M
SAGP,0.65%,Equity: Global - Total Market,Baird Financial Group,Strategas Global Policy Opportunities ETF,0,--,--,--,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
TMFG,0.85%,Equity: Global - Total Market Growth,The Motley Fool,Motley Fool Global Opportunities ETF,553,-12.16%,-11.78%,--,--,--,--,--,-$11.61M,-$11.61M,-$11.68M,-$11.68M,-$11.68M
TCHP,0.57%,Equity: Global - Total Market Growth,"T. Rowe Price Group, Inc.",T. Rowe Price Blue Chip Growth ETF,235,-16.43%,-16.81%,-16.92%,-2.84%,--,--,--,$9.78M,$18.00M,$40.36M,$178.87M,$236.88M
CACG,0.53%,Equity: Global - Total Market Growth,Franklin Templeton,ClearBridge All Cap Growth ESG ETF,188,-14.06%,-14.09%,-12.69%,0.28%,16.09%,--,--,-$2.29M,-$2.31M,-$10.09M,-$17.41M,$35.59M
FGRO,0.59%,Equity: Global - Total Market Growth,Fidelity,Fidelity Growth Opportunities ETF,51,-19.32%,-20.02%,-23.60%,--,--,--,--,$4.71M,$5.23M,$16.32M,$60.63M,$60.63M
FFSG,0.69%,Equity: Global - Total Market Growth,Al Marketing LLC,FormulaFolios Smart Growth ETF,38,-8.54%,-7.33%,-7.28%,6.24%,13.26%,--,--,$0.00M,-$0.94M,-$3.73M,-$12.45M,-$13.58M
PLAT,0.20%,Equity: Global - Total Market Growth,WisdomTree,WisdomTree Growth Leaders Fund,15,-17.20%,-17.93%,-23.62%,-19.63%,--,--,--,$0.00M,$0.00M,$1.76M,$7.76M,$13.86M
ATFV,0.55%,Equity: Global - Total Market Growth,Alger Group Holdings LLC,Alger 35 ETF,11,-15.75%,-16.10%,-23.19%,--,--,--,--,$0.00M,$0.00M,-$0.78M,$12.85M,$12.85M
NDVG,0.64%,Equity: Global - Total Market Growth,Nuveen Securities,Nuveen Dividend Growth ETF,6,-6.68%,-5.24%,-0.81%,--,--,--,--,$0.00M,$0.00M,$0.27M,$1.02M,$1.02M
IVSG,0.48%,Equity: Global - Total Market Growth,Invesco,Invesco Select Growth ETF,1,-13.31%,-13.76%,-14.56%,-4.67%,--,--,--,$0.00M,$0.00M,$0.02M,$0.02M,$0.02M
GVAL,0.71%,Equity: Global - Total Market Value,Cambria,Cambria Global Value ETF,121,-0.92%,-0.33%,-5.27%,8.59%,2.67%,4.12%,--,$0.00M,$0.00M,-$0.87M,-$0.84M,-$22.20M
WBIF,1.25%,Equity: Global - Total Market Value,WBI,WBI BullBear Value 3000 ETF,48,-1.65%,-0.24%,-2.24%,9.25%,4.33%,5.06%,--,$0.00M,$0.00M,-$1.56M,$7.68M,$7.21M
UVDV,0.80%,Equity: Global - Total Market Value,OBP Capital LLC,UVA Dividend Value ETF,16,-2.02%,-0.09%,--,--,--,--,--,$7.75M,$8.97M,$9.77M,$9.77M,$9.77M
FPAG,0.49%,Equity: Global - Total Market Value,First Pacific Advisors LP,FPA Global Equity ETF,9,-4.21%,-3.53%,--,--,--,--,--,$7.66M,$7.66M,$7.66M,$7.66M,$7.66M
FIVG,0.30%,Equity: Global 5G,Defiance ETFs,Defiance Next Gen Connectivity ETF,1200,-11.89%,-11.31%,-2.02%,3.35%,--,--,--,-$36.23M,-$34.12M,-$74.84M,$108.44M,$951.37M
NXTG,0.70%,Equity: Global 5G,First Trust,First Trust Indxx NextG ETF,1010,-8.15%,-7.20%,-2.28%,3.04%,19.17%,13.32%,12.48%,$4.06M,$4.06M,$4.06M,$46.00M,$715.95M
WUGI,0.75%,Equity: Global 5G,Esoterica,Esoterica NextG Economy ETF,35,-18.89%,-19.41%,-18.80%,-7.29%,--,--,--,-$2.76M,-$2.76M,-$2.74M,-$2.40M,$27.93M
MOO,0.56%,Equity: Global Agriculture,VanEck,VanEck Agribusiness ETF,1120,-4.83%,-3.58%,-3.81%,13.25%,15.40%,12.60%,7.81%,-$9.53M,-$9.53M,$9.50M,$65.70M,$55.39M
VEGI,0.39%,Equity: Global Agriculture,Blackrock,iShares MSCI Global Agriculture Producers ETF,81,-0.55%,0.30%,0.88%,14.45%,15.13%,11.28%,--,$0.00M,$0.00M,$0.00M,$34.18M,$38.63M
FTAG,0.70%,Equity: Global Agriculture,First Trust,First Trust Indxx Global Agriculture ETF,6,0.40%,2.48%,1.01%,11.70%,10.18%,5.41%,-11.17%,$0.00M,$0.00M,$0.00M,$1.56M,$0.43M
KROP,0.50%,Equity: Global Agriculture,"Mirae Asset Global Investments Co., Ltd.",Global X AgTech & Food Innovation ETF,5,-10.62%,-10.94%,-16.92%,--,--,--,--,$0.00M,$0.00M,$0.80M,$6.90M,$6.90M
EATV,0.75%,Equity: Global Agriculture,VegTech LLC,VegTech Plant-based Innovation & Climate ETF,3,-16.18%,--,--,--,--,--,--,$1.04M,$1.04M,$1.04M,$1.04M,$1.04M
YUMY,0.69%,Equity: Global Agriculture,VanEck,VanEck Future of Food ETF,2,-10.15%,-9.91%,--,--,--,--,--,$0.00M,$0.00M,-$0.00M,-$0.00M,-$0.00M
JETS,0.60%,Equity: Global Airlines,US Global Investors,U.S. Global Jets ETF,3480,-1.94%,-3.27%,-7.81%,-4.25%,-11.12%,-6.06%,--,$302.57M,$351.41M,$332.69M,$851.72M,"$3,167.56M"
PSP,1.44%,Equity: Global Asset Management & Custody Banks,Invesco,Invesco Global Listed Private Equity ETF,261,-12.35%,-11.90%,-14.39%,8.64%,16.09%,11.42%,11.95%,$12.40M,$13.17M,$31.72M,$78.02M,$20.48M
PEX,3.41%,Equity: Global Asset Management & Custody Banks,ProShares,ProShares Global Listed Private Equity ETF,23,-7.88%,-6.16%,-8.60%,14.74%,7.52%,0.12%,--,$1.43M,$1.43M,$3.71M,$3.68M,$4.36M
BBH,0.35%,Equity: Global Biotechnology,VanEck,VanEck Biotech ETF,458,-17.22%,-17.69%,-21.54%,-15.86%,7.59%,7.57%,14.54%,-$16.54M,-$11.80M,-$2.39M,$21.34M,-$36.64M
BLOK,0.71%,Equity: Global Blockchain,Amplify Investments,Amplify Transformational Data Sharing ETF,922,-21.68%,-25.67%,-33.88%,-7.18%,30.82%,--,--,$9.45M,-$2.68M,$140.89M,$852.04M,"$1,130.98M"
BLCN,0.68%,Equity: Global Blockchain,SRN Advisors,Siren Nasdaq NexGen Economy ETF,216,-12.99%,-15.00%,-24.98%,-12.22%,20.00%,--,--,-$16.23M,-$16.23M,-$10.24M,$31.83M,$110.96M
LEGR,0.65%,Equity: Global Blockchain,First Trust,First Trust Indxx Innovative Transaction & Process ETF,150,-2.64%,-2.27%,-4.27%,10.64%,16.72%,--,--,$4.46M,$4.46M,$17.43M,$87.69M,$88.46M
BKCH,0.50%,Equity: Global Blockchain,"Mirae Asset Global Investments Co., Ltd.",Global X Blockchain ETF,87,-28.35%,-35.81%,-46.21%,--,--,--,--,$7.30M,$22.70M,$95.35M,$158.22M,$156.90M
BLKC,0.60%,Equity: Global Blockchain,Invesco,Invesco Alerian Galaxy Blockchain Users and Decentralized Commerce ETF,4,-17.46%,-22.91%,-29.53%,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
RTH,0.35%,Equity: Global Broad Retail,VanEck,VanEck Retail ETF,223,-10.68%,-8.66%,-5.94%,7.57%,21.37%,18.93%,17.57%,$9.73M,$9.73M,$19.78M,$2.95M,$48.04M
ISHP,0.60%,Equity: Global Broad Retail,First Trust,First Trust S-Network E-Commerce ETF,29,-6.77%,-3.22%,-5.68%,10.87%,17.08%,12.82%,--,--,--,--,--,--
GTEK,0.75%,Equity: Global Broad Technology,Goldman Sachs,Goldman Sachs Future Tech Leaders Equity ETF,229,-18.93%,-18.65%,-21.21%,--,--,--,--,-$1.82M,-$1.82M,$70.18M,$280.12M,$280.12M
DTEC,0.50%,Equity: Global Broad Technology,SS&C,ALPS Disruptive Technologies ETF,201,-15.23%,-15.33%,-19.93%,-15.07%,15.57%,--,--,-$5.38M,-$5.38M,$2.02M,$35.32M,$128.62M
BTEK,0.88%,Equity: Global Broad Technology,Blackrock,BlackRock Future Tech ETF,15,-24.89%,-24.51%,-29.03%,-30.62%,--,--,--,$0.00M,$0.00M,-$0.30M,$11.70M,$12.71M
ARKK,0.75%,Equity: Global Broad Thematic,ARK,ARK Innovation ETF,12250,-27.02%,-29.74%,-42.57%,-50.92%,18.57%,27.41%,--,$59.71M,-$155.20M,-$772.64M,"$1,644.32M","$14,596.34M"
KOMP,0.20%,Equity: Global Broad Thematic,State Street Global Advisors,SPDR S&P Kensho New Economies Composite ETF,1770,-15.18%,-15.82%,-21.23%,-26.14%,20.81%,--,--,$22.38M,$52.40M,$152.53M,$238.38M,"$1,432.70M"
GINN,0.50%,Equity: Global Broad Thematic,Goldman Sachs,Goldman Sachs Innovate Equity ETF,424,-12.63%,-12.94%,-15.18%,-9.89%,--,--,--,$0.00M,$0.00M,$9.51M,$99.90M,$105.51M
SARK,0.75%,Equity: Global Broad Thematic,"Tuttle Tactical Management, LLC",Tuttle Capital Short Innovation ETF,334,33.23%,37.83%,--,--,--,--,--,$211.01M,$214.89M,$294.22M,$294.22M,$294.22M
GXTG,0.50%,Equity: Global Broad Thematic,"Mirae Asset Global Investments Co., Ltd.",Global X Thematic Growth ETF,89,-16.98%,-19.06%,-27.57%,-25.77%,--,--,--,-$3.90M,$0.18M,$10.88M,$69.07M,$109.66M
TMAT,1.49%,Equity: Global Broad Thematic,Main Management,Main Thematic Innovation ETF,63,-18.43%,-19.69%,-28.18%,--,--,--,--,-$0.33M,-$0.33M,$9.67M,$91.83M,$91.83M
