,expense,segment,aum,name_x,ticker,issuer,return_5y,return_10y,return_3y,return_1m,name_y,return_1y,return_3m,return_ytd,name,flow_1y,flow_3m,flow_ytd,flow_1m,flow_3y
403,1.02%,Leveraged Equity: U.S. Biotechnology,$846.93M,Direxion Daily S&P Biotech Bull 3X Shares,LABU,Direxion,-12.41%,--,-26.79%,-56.14%,Direxion Daily S&P Biotech Bull 3X Shares,-86.40%,-64.92%,-48.19%,Direxion Daily S&P Biotech Bull 3X Shares,"$1,698.73M",$915.75M,$480.52M,$484.81M,$947.29M
404,0.36%,Equity: U.S. - Large Cap Growth,$846.30M,Invesco S&P 500 GARP ETF,SPGP,Invesco,21.54%,17.14%,23.15%,-6.90%,Invesco S&P 500 GARP ETF,18.48%,-3.76%,-8.41%,Invesco S&P 500 GARP ETF,$473.17M,$219.06M,$35.36M,$94.68M,$469.28M
405,0.18%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$844.25M,iShares ESG Aware USD Corporate Bond ETF,SUSC,Blackrock,--,--,5.79%,-3.00%,iShares ESG Aware USD Corporate Bond ETF,-3.43%,-2.44%,-2.82%,iShares ESG Aware USD Corporate Bond ETF,$116.92M,$31.19M,-$37.39M,-$25.11M,$852.33M
406,0.08%,Equity: U.S. Industrials,$843.09M,Fidelity MSCI Industrials Index ETF,FIDU,Fidelity,11.33%,--,15.55%,-5.11%,Fidelity MSCI Industrials Index ETF,11.63%,-5.66%,-6.57%,Fidelity MSCI Industrials Index ETF,$173.50M,$36.84M,-$21.25M,-$21.25M,$289.66M
407,0.09%,Equity: U.S. - Large Cap,$842.92M,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,GSEW,Goldman Sachs,--,--,16.12%,-8.47%,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,10.02%,-8.45%,-8.95%,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,$210.56M,$14.98M,-$6.85M,-$3.27M,$551.96M
408,1.17%,"Leveraged Equity: U.S. Oil, Gas & Consumable Fuels",$837.08M,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,GUSH,Direxion,-64.96%,--,-71.42%,21.95%,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,110.65%,-11.31%,21.27%,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,-$346.56M,-$33.37M,-$62.84M,-$81.40M,$306.34M
409,0.45%,Equity: U.S. MLPs,$836.26M,Global X MLP & Energy Infrastructure ETF,MLPX,"Mirae Asset Global Investments Co., Ltd.",2.01%,--,7.34%,8.61%,Global X MLP & Energy Infrastructure ETF,37.85%,-3.52%,6.88%,Global X MLP & Energy Infrastructure ETF,$4.72M,$44.52M,$27.73M,$26.17M,$119.33M
410,0.79%,Asset Allocation: U.S. Target Outcome,$836.18M,Aptus Defined Risk ETF,DRSK,Aptus Capital Advisors,--,--,7.79%,-1.33%,Aptus Defined Risk ETF,-1.24%,-0.88%,-1.34%,Aptus Defined Risk ETF,$288.74M,$46.55M,-$10.04M,-$4.22M,$774.96M
411,0.42%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Short-Term",$835.39M,Invesco BulletShares 2022 High Yield Corporate Bond ETF,BSJM,Invesco,2.89%,--,2.73%,-0.59%,Invesco BulletShares 2022 High Yield Corporate Bond ETF,2.37%,0.12%,-0.46%,Invesco BulletShares 2022 High Yield Corporate Bond ETF,$51.75M,-$69.37M,-$78.68M,-$64.74M,$558.99M
412,0.16%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",$833.79M,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,IGBH,Blackrock,3.16%,--,2.84%,-1.88%,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,0.81%,-2.42%,-1.45%,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,$223.85M,$35.19M,$28.57M,$28.57M,$783.88M
413,0.43%,Equity: U.S. Consumer Staples,$827.31M,iShares U.S. Consumer Staples ETF,IYK,Blackrock,13.90%,13.37%,24.01%,2.02%,iShares U.S. Consumer Staples ETF,12.46%,9.10%,-0.31%,iShares U.S. Consumer Staples ETF,-$7.60M,$80.57M,$60.78M,$80.57M,$29.95M
414,0.58%,Equity: U.S. - Large Cap Value,$826.55M,Invesco Dynamic Large Cap Value ETF,PWV,Invesco,9.58%,11.82%,14.15%,-0.04%,Invesco Dynamic Large Cap Value ETF,24.67%,2.34%,-1.11%,Invesco Dynamic Large Cap Value ETF,$4.23M,$33.51M,$21.75M,$32.97M,-$519.57M
415,0.10%,Equity: U.S. - Large Cap,$824.29M,Xtrackers S&P 500 ESG ETF,SNPE,DWS,--,--,--,-7.63%,Xtrackers S&P 500 ESG ETF,16.81%,-3.20%,-8.30%,Xtrackers S&P 500 ESG ETF,$312.36M,$59.67M,$47.86M,$52.15M,$646.91M
416,0.25%,Equity: U.S. - Large Cap Growth,$821.43M,Nuveen ESG Large-Cap Growth ETF,NULG,Nuveen Securities,20.84%,--,25.14%,-15.46%,Nuveen ESG Large-Cap Growth ETF,3.72%,-13.52%,-15.90%,Nuveen ESG Large-Cap Growth ETF,$287.84M,$78.10M,$22.25M,$36.13M,$657.72M
417,0.04%,Equity: U.S. - Mid Cap,$818.99M,iShares Morningstar Mid-Cap ETF,IMCB,Blackrock,11.29%,12.56%,15.13%,-7.74%,iShares Morningstar Mid-Cap ETF,8.41%,-8.43%,-8.89%,iShares Morningstar Mid-Cap ETF,-$71.50M,-$32.22M,$0.00M,$0.00M,-$59.98M
418,0.43%,Equity: U.S. Utilities,$816.96M,iShares U.S. Utilities ETF,IDU,Blackrock,9.40%,10.14%,9.93%,-4.13%,iShares U.S. Utilities ETF,7.21%,-0.14%,-6.59%,iShares U.S. Utilities ETF,-$16.36M,-$8.54M,$0.01M,$0.01M,$14.95M
419,0.15%,Equity: U.S. - Mid Cap Value,$811.84M,Vanguard S&P Mid-Cap 400 Value ETF,IVOV,Vanguard,9.27%,12.03%,13.65%,-2.98%,Vanguard S&P Mid-Cap 400 Value ETF,17.88%,-3.11%,-4.67%,Vanguard S&P Mid-Cap 400 Value ETF,$159.70M,$24.17M,$8.40M,$16.82M,$9.49M
420,0.95%,Leveraged Equity: U.S. Financials,$806.52M,ProShares Ultra Financials,UYG,ProShares,14.34%,21.93%,17.68%,-6.41%,ProShares Ultra Financials,44.97%,-15.71%,-8.30%,ProShares Ultra Financials,-$77.48M,-$36.98M,$3.54M,$3.54M,-$301.48M
421,0.48%,Equity: U.S. - Large Cap,$799.51M,O’Shares U.S. Quality Dividend ETF,OUSA,O'Shares Investments,12.00%,--,14.23%,-5.28%,O’Shares U.S. Quality Dividend ETF,14.46%,-0.60%,-6.66%,O’Shares U.S. Quality Dividend ETF,$113.33M,$79.79M,$29.35M,$43.31M,$201.01M
422,0.14%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Floating Rate",$797.53M,VanEck Investment Grade Floating Rate ETF,FLTR,VanEck,2.08%,2.30%,2.15%,0.05%,VanEck Investment Grade Floating Rate ETF,0.31%,-0.14%,0.04%,VanEck Investment Grade Floating Rate ETF,$349.66M,$50.56M,$34.13M,$36.65M,$182.08M
423,0.04%,Equity: U.S. - Total Market Value,$797.03M,iShares Morningstar Value ETF,ILCV,Blackrock,9.96%,11.15%,12.72%,-2.81%,iShares Morningstar Value ETF,19.37%,-0.26%,-4.20%,iShares Morningstar Value ETF,$138.19M,$13.77M,$10.24M,$10.24M,$144.02M
424,0.20%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$794.87M,PIMCO Investment Grade Corporate Bond Index ETF,CORP,PIMCO,4.58%,4.24%,6.11%,-2.84%,PIMCO Investment Grade Corporate Bond Index ETF,-2.92%,-2.19%,-2.71%,PIMCO Investment Grade Corporate Bond Index ETF,$6.33M,$23.07M,$5.86M,$5.86M,$98.96M
425,0.11%,Equity: U.S. - Large Cap,$790.19M,Invesco S&P 500 QVM Multi-Factor ETF,QVML,Invesco,--,--,--,-7.38%,Invesco S&P 500 QVM Multi-Factor ETF,--,-3.28%,-8.14%,Invesco S&P 500 QVM Multi-Factor ETF,$758.40M,$7.09M,$6.88M,$6.88M,$758.40M
426,0.95%,Leveraged Equity: U.S. - Large Cap,$789.05M,ProShares UltraPro Dow30,UDOW,ProShares,24.00%,28.18%,19.63%,-13.20%,ProShares UltraPro Dow30,34.17%,-12.02%,-15.90%,ProShares UltraPro Dow30,-$75.05M,$7.29M,-$12.74M,-$8.64M,-$238.30M
427,0.35%,Equity: U.S. Transportation,$787.24M,SPDR S&P Transportation ETF,XTN,State Street Global Advisors,9.66%,14.06%,13.92%,-9.73%,SPDR S&P Transportation ETF,15.56%,-7.37%,-10.51%,SPDR S&P Transportation ETF,$261.76M,$126.94M,-$8.52M,-$8.52M,$501.99M
428,0.30%,Equity: U.S. Infrastructure,$783.82M,iShares U.S. Infrastructure ETF,IFRA,Blackrock,--,--,15.29%,-4.27%,iShares U.S. Infrastructure ETF,17.29%,-1.36%,-6.27%,iShares U.S. Infrastructure ETF,$571.83M,$82.83M,$0.06M,$30.52M,$731.53M
429,0.25%,"Fixed Income: U.S. - Corporate, Asset-backed Investment Grade",$783.11M,iShares CMBS ETF,CMBS,Blackrock,3.20%,--,4.13%,-1.19%,iShares CMBS ETF,-2.73%,-1.23%,-1.04%,iShares CMBS ETF,$348.70M,-$12.53M,-$52.52M,-$52.52M,$454.33M
430,0.20%,Equity: U.S. - Small Cap,$780.11M,iShares MSCI USA Small-Cap Min Vol Factor ETF,SMMV,Blackrock,8.40%,--,7.12%,-6.45%,iShares MSCI USA Small-Cap Min Vol Factor ETF,2.23%,-5.90%,-7.55%,iShares MSCI USA Small-Cap Min Vol Factor ETF,-$144.21M,-$39.36M,-$16.58M,-$20.49M,$590.73M
431,0.38%,Equity: U.S. - Mid Cap,$779.98M,WisdomTree U.S. MidCap Fund,EZM,WisdomTree,10.04%,12.11%,13.20%,-4.61%,WisdomTree U.S. MidCap Fund,15.48%,-4.23%,-6.33%,WisdomTree U.S. MidCap Fund,$29.74M,$6.77M,-$0.88M,-$0.88M,-$410.93M
432,0.56%,Equity: U.S. Semiconductors,$779.02M,Invesco Dynamic Semiconductors ETF,PSI,Invesco,27.29%,23.96%,36.68%,-16.78%,Invesco Dynamic Semiconductors ETF,4.59%,-5.37%,-18.69%,Invesco Dynamic Semiconductors ETF,$245.16M,$69.77M,-$12.24M,-$4.53M,$333.27M
433,0.49%,Asset Allocation:Asset Allocation Target Outcome,$778.27M,Amplify BlackSwan Growth & Treasury Core ETF,SWAN,Amplify Investments,--,--,12.65%,-6.35%,Amplify BlackSwan Growth & Treasury Core ETF,2.51%,-4.36%,-6.92%,Amplify BlackSwan Growth & Treasury Core ETF,$23.49M,-$35.12M,-$36.26M,-$80.34M,$671.81M
434,0.14%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$776.00M,Goldman Sachs Access Investment Grade Corporate Bond ETF,GIGB,Goldman Sachs,--,--,5.42%,-3.22%,Goldman Sachs Access Investment Grade Corporate Bond ETF,-4.11%,-2.76%,-2.91%,Goldman Sachs Access Investment Grade Corporate Bond ETF,$49.71M,$27.06M,$8.09M,$8.09M,$421.50M
435,0.18%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Intermediate",$762.75M,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,TDTF,Northern Trust,4.41%,2.45%,7.15%,-1.08%,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,2.97%,-1.34%,-1.85%,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,$182.16M,$69.88M,$4.16M,$13.93M,-$11.83M
436,0.08%,Equity: U.S. Communication Services,$760.59M,Fidelity MSCI Communication Services Index ETF,FCOM,Fidelity,10.36%,--,15.96%,-10.34%,Fidelity MSCI Communication Services Index ETF,-0.50%,-13.41%,-9.70%,Fidelity MSCI Communication Services Index ETF,$133.19M,-$47.44M,-$9.49M,-$9.49M,$303.07M
437,0.38%,Equity: U.S. - Small Cap,$760.32M,Principal U.S. Small-Cap Multi-Factor ETF,PSC,Principal,10.95%,--,14.61%,-6.77%,Principal U.S. Small-Cap Multi-Factor ETF,10.87%,-7.77%,-8.02%,Principal U.S. Small-Cap Multi-Factor ETF,-$372.64M,-$797.93M,-$404.66M,-$404.66M,$58.65M
438,0.29%,Equity: U.S. - Large Cap,$753.84M,John Hancock Multifactor Large Cap ETF,JHML,John Hancock,14.52%,--,18.67%,-7.20%,John Hancock Multifactor Large Cap ETF,13.40%,-5.08%,-8.25%,John Hancock Multifactor Large Cap ETF,-$350.82M,$17.68M,$18.98M,$21.96M,-$436.90M
439,0.27%,Equity: U.S. - Total Market,$753.59M,Legg Mason Low Volatility High Dividend ETF,LVHD,Franklin Templeton,9.47%,--,12.62%,-1.06%,Legg Mason Low Volatility High Dividend ETF,20.77%,5.02%,-3.22%,Legg Mason Low Volatility High Dividend ETF,-$64.98M,-$17.17M,-$1.94M,-$1.92M,$22.02M
440,0.42%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",$748.86M,Invesco BulletShares 2023 High Yield Corporate Bond ETF,BSJN,Invesco,3.66%,--,3.77%,-1.11%,Invesco BulletShares 2023 High Yield Corporate Bond ETF,2.25%,-0.31%,-0.96%,Invesco BulletShares 2023 High Yield Corporate Bond ETF,$278.32M,$62.99M,$10.02M,$22.66M,$631.47M
441,0.60%,Equity: U.S. Internet,$740.33M,Invesco NASDAQ Internet ETF,PNQI,Invesco,14.46%,17.26%,13.13%,-18.08%,Invesco NASDAQ Internet ETF,-26.28%,-27.98%,-17.31%,Invesco NASDAQ Internet ETF,-$62.94M,-$56.21M,-$60.46M,-$60.46M,-$40.48M
442,0.39%,Equity: U.S. - Small Cap,$738.02M,Invesco S&P SmallCap 600 Revenue ETF,RWJ,Invesco,12.80%,14.01%,22.78%,-3.81%,Invesco S&P SmallCap 600 Revenue ETF,23.29%,-4.92%,-4.99%,Invesco S&P SmallCap 600 Revenue ETF,$295.79M,$73.69M,$34.42M,$34.42M,$151.10M
443,0.65%,Equity: U.S. - Large Cap,$736.16M,Pacer Trendpilot 100 ETF,PTNQ,Pacer Advisors,17.90%,--,18.80%,-7.57%,Pacer Trendpilot 100 ETF,2.63%,-5.01%,-7.50%,Pacer Trendpilot 100 ETF,-$104.04M,-$34.82M,-$20.24M,-$20.24M,-$2.75M
444,0.20%,Equity: U.S. - Large Cap,$731.37M,SPDR Russell 1000 Yield Focus ETF,ONEY,State Street Global Advisors,12.16%,--,17.20%,-0.53%,SPDR Russell 1000 Yield Focus ETF,26.44%,0.05%,-2.71%,SPDR Russell 1000 Yield Focus ETF,$121.42M,$22.72M,$12.03M,$12.03M,$134.19M
445,0.20%,"Fixed Income: U.S. - Government, Agency Investment Grade",$731.24M,iShares Agency Bond ETF,AGZ,Blackrock,2.56%,1.89%,3.11%,-0.83%,iShares Agency Bond ETF,-1.87%,-0.96%,-0.79%,iShares Agency Bond ETF,-$17.55M,-$29.19M,-$17.46M,-$17.46M,$216.19M
446,0.39%,Equity: U.S. - High Dividend Yield,$727.77M,Invesco S&P Ultra Dividend Revenue ETF,RDIV,Invesco,8.09%,--,9.67%,0.41%,Invesco S&P Ultra Dividend Revenue ETF,22.40%,3.41%,-1.40%,Invesco S&P Ultra Dividend Revenue ETF,-$5.39M,$7.13M,-$8.63M,-$6.12M,-$567.09M
447,0.56%,Equity: U.S. - Large Cap Growth,$725.56M,Invesco Dynamic Large Cap Growth ETF,PWB,Invesco,16.45%,15.87%,16.33%,-14.38%,Invesco Dynamic Large Cap Growth ETF,-1.70%,-12.37%,-14.50%,Invesco Dynamic Large Cap Growth ETF,-$62.75M,-$26.34M,-$10.94M,$1.96M,-$268.17M
448,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",$715.61M,Invesco BulletShares 2026 Corporate Bond ETF,BSCQ,Invesco,4.59%,--,5.93%,-1.41%,Invesco BulletShares 2026 Corporate Bond ETF,-2.84%,-1.58%,-1.50%,Invesco BulletShares 2026 Corporate Bond ETF,$368.65M,$129.81M,$22.04M,$31.55M,$641.99M
449,0.43%,Equity: U.S. Materials,$712.59M,iShares U.S. Basic Materials ETF,IYM,Blackrock,10.05%,5.04%,15.93%,-4.31%,iShares U.S. Basic Materials ETF,14.13%,-3.48%,-6.68%,iShares U.S. Basic Materials ETF,$50.51M,-$103.49M,-$1.24M,$46.47M,$73.21M
450,0.55%,Equity: U.S. Renewable Energy,$705.10M,ALPS Clean Energy ETF,ACES,SS&C,--,--,28.64%,-20.58%,ALPS Clean Energy ETF,-46.70%,-30.67%,-20.06%,ALPS Clean Energy ETF,$187.00M,-$3.24M,$5.72M,$4.23M,$757.98M
451,0.94%,"Inverse Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",$704.12M,ProShares Short 20+ Year Treasury,TBF,ProShares,-6.50%,-6.20%,-9.10%,4.65%,ProShares Short 20+ Year Treasury,3.35%,-0.06%,4.25%,ProShares Short 20+ Year Treasury,$374.17M,-$40.69M,$22.77M,$22.77M,$367.82M
452,0.95%,Leveraged Alternatives: U.S. - Volatility,$702.50M,ProShares Ultra VIX Short-Term Futures ETF,UVXY,ProShares,-81.97%,-85.41%,-85.34%,26.86%,ProShares Ultra VIX Short-Term Futures ETF,-98.35%,11.77%,44.41%,ProShares Ultra VIX Short-Term Futures ETF,$710.04M,-$674.69M,-$451.48M,-$316.02M,"$3,692.87M"
453,0.35%,Equity: U.S. Broad Retail,$701.77M,SPDR S&P Retail ETF,XRT,State Street Global Advisors,14.75%,12.71%,23.73%,-9.12%,SPDR S&P Retail ETF,7.61%,-15.02%,-10.64%,SPDR S&P Retail ETF,-$60.39M,-$144.73M,$61.32M,-$108.55M,$112.81M
454,0.45%,Equity: U.S. - High Dividend Yield,$696.93M,Global X SuperDividend U.S. ETF,DIV,"Mirae Asset Global Investments Co., Ltd.",2.33%,--,2.47%,0.04%,Global X SuperDividend U.S. ETF,20.66%,2.13%,-1.20%,Global X SuperDividend U.S. ETF,$77.53M,$12.49M,$0.02M,$3.56M,$333.68M
455,0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",$691.03M,PIMCO Intermediate Municipal Bond Active ETF,MUNI,PIMCO,3.35%,2.55%,3.60%,-1.43%,PIMCO Intermediate Municipal Bond Active ETF,-0.98%,-0.77%,-1.37%,PIMCO Intermediate Municipal Bond Active ETF,$104.61M,$22.45M,-$0.02M,-$0.02M,$373.49M
456,0.53%,Equity: U.S. - Total Market,$689.50M,Invesco Dividend Achievers ETF,PFM,Invesco,12.27%,11.70%,15.46%,-3.99%,Invesco Dividend Achievers ETF,15.68%,-1.41%,-5.46%,Invesco Dividend Achievers ETF,$71.33M,-$2.24M,-$23.55M,-$20.38M,$200.18M
457,0.08%,Equity: U.S. - Large Cap,$687.20M,WisdomTree U.S. LargeCap Fund,EPS,WisdomTree,14.36%,13.85%,18.07%,-6.15%,WisdomTree U.S. LargeCap Fund,15.45%,-2.70%,-6.83%,WisdomTree U.S. LargeCap Fund,$149.91M,$88.97M,$43.17M,$76.03M,$306.75M
458,0.37%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",$686.57M,FlexShares High Yield Value-Scored Bond Index Fund,HYGV,Northern Trust,--,--,7.57%,-2.16%,FlexShares High Yield Value-Scored Bond Index Fund,3.26%,-0.91%,-1.85%,FlexShares High Yield Value-Scored Bond Index Fund,$508.23M,$137.41M,$51.29M,$63.54M,$659.47M
459,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$670.97M,Vanguard Total Corporate Bond ETF,VTC,Vanguard,--,--,5.79%,-2.89%,Vanguard Total Corporate Bond ETF,-3.11%,-2.29%,-2.77%,Vanguard Total Corporate Bond ETF,-$13.98M,-$12.41M,-$15.13M,-$15.13M,$585.64M
460,0.59%,Equity: U.S. - Small Cap,$664.69M,Pacer U.S. Small Cap Cash Cows 100 ETF,CALF,Pacer Advisors,--,--,18.31%,-3.57%,Pacer U.S. Small Cap Cash Cows 100 ETF,16.77%,-6.43%,-5.26%,Pacer U.S. Small Cap Cash Cows 100 ETF,$593.62M,$199.70M,$79.34M,$100.61M,$625.65M
461,0.20%,Equity: U.S. - Large Cap,$660.25M,Invesco Russell 1000 Equal Weight ETF,EQAL,Invesco,11.39%,--,15.21%,-5.71%,Invesco Russell 1000 Equal Weight ETF,10.19%,-6.70%,-6.87%,Invesco Russell 1000 Equal Weight ETF,$27.37M,$9.15M,$5.82M,$7.00M,$116.16M
462,0.18%,Equity: U.S. - Large Cap,$658.81M,JPMorgan Diversified Return U.S. Equity ETF,JPUS,JPMorgan Chase,12.52%,--,15.40%,-3.91%,JPMorgan Diversified Return U.S. Equity ETF,17.56%,-1.21%,-5.83%,JPMorgan Diversified Return U.S. Equity ETF,-$68.14M,-$41.36M,$0.00M,$0.00M,-$142.31M
463,0.61%,Equity: U.S. Aerospace & Defense,$647.99M,Invesco Aerospace & Defense ETF,PPA,Invesco,12.11%,15.31%,10.80%,-0.28%,Invesco Aerospace & Defense ETF,5.37%,-5.27%,-1.36%,Invesco Aerospace & Defense ETF,-$90.62M,-$24.20M,-$2.22M,-$4.38M,-$332.12M
464,0.43%,Equity: U.S. - Total Market,$647.93M,Global X Conscious Companies ETF,KRMA,"Mirae Asset Global Investments Co., Ltd.",15.35%,--,18.04%,-8.35%,Global X Conscious Companies ETF,12.84%,-4.89%,-9.28%,Global X Conscious Companies ETF,$191.23M,$33.50M,$38.24M,$38.63M,$435.05M
465,0.38%,Equity: U.S. - Small Cap,$647.81M,WisdomTree U.S. SmallCap Fund,EES,WisdomTree,9.52%,11.66%,12.04%,-5.71%,WisdomTree U.S. SmallCap Fund,14.88%,-4.62%,-6.67%,WisdomTree U.S. SmallCap Fund,$81.19M,$27.17M,$25.96M,$25.96M,-$128.41M
466,0.35%,Equity: U.S. - Large Cap,$644.14M,VictoryShares US 500 Volatility Wtd ETF,CFA,Victory Capital,13.03%,--,16.38%,-6.03%,VictoryShares US 500 Volatility Wtd ETF,13.40%,-4.36%,-7.50%,VictoryShares US 500 Volatility Wtd ETF,-$114.27M,-$45.98M,$0.00M,-$19.41M,-$277.08M
467,0.12%,"Fixed Income: U.S. - Broad Market, Broad-based",$643.95M,iShares ESG Advanced Total USD Bond Market ETF,EUSB,Blackrock,--,--,--,-1.86%,iShares ESG Advanced Total USD Bond Market ETF,-2.85%,-1.50%,-2.04%,iShares ESG Advanced Total USD Bond Market ETF,$495.66M,$108.32M,$19.50M,$39.18M,$636.68M
468,0.08%,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",$633.50M,Invesco Treasury Collateral ETF,CLTL,Invesco,--,--,1.00%,-0.04%,Invesco Treasury Collateral ETF,-0.07%,-0.06%,-0.04%,Invesco Treasury Collateral ETF,-$152.18M,-$65.51M,$17.95M,$8.44M,$70.23M
469,0.10%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",$629.79M,SPDR Portfolio High Yield Bond ETF,SPHY,State Street Global Advisors,5.10%,--,6.88%,-2.22%,SPDR Portfolio High Yield Bond ETF,2.92%,-1.14%,-2.18%,SPDR Portfolio High Yield Bond ETF,$438.86M,$87.39M,$47.54M,$74.07M,$566.91M
470,0.12%,Equity: U.S. - Large Cap,$629.20M,SPDR SSGA U.S. Large Cap Low Volatility Index ETF,LGLV,State Street Global Advisors,13.89%,--,16.62%,-6.15%,SPDR SSGA U.S. Large Cap Low Volatility Index ETF,18.32%,-2.89%,-8.17%,SPDR SSGA U.S. Large Cap Low Volatility Index ETF,-$31.33M,$2.55M,$1.63M,$14.90M,$276.68M
471,1.00%,Leveraged Equity: U.S. Energy,$617.57M,Direxion Daily Energy Bull 2x Shares,ERX,Direxion,-35.38%,-22.07%,-39.84%,40.32%,Direxion Daily Energy Bull 2x Shares,143.09%,23.63%,37.38%,Direxion Daily Energy Bull 2x Shares,-$384.49M,-$137.47M,-$50.16M,-$47.22M,$37.95M
472,1.05%,Equity: U.S. - Large Cap,$614.90M,FT Cboe Vest Fund of Buffer ETF,BUFR,First Trust,--,--,--,-3.72%,FT Cboe Vest Fund of Buffer ETF,6.55%,-2.21%,-4.12%,FT Cboe Vest Fund of Buffer ETF,$526.07M,$198.80M,$59.11M,$61.51M,$606.50M
473,0.15%,Equity: U.S. - Small Cap Growth,$612.03M,Vanguard Russell 2000 Growth ETF,VTWG,Vanguard,10.16%,11.45%,10.96%,-15.72%,Vanguard Russell 2000 Growth ETF,-21.23%,-19.15%,-15.60%,Vanguard Russell 2000 Growth ETF,$107.61M,$19.53M,$0.00M,-$214.77M,$282.10M
474,0.35%,Equity: U.S. Information Technology,$605.74M,SPDR S&P NYSE Technology ETF,XNTK,State Street Global Advisors,23.96%,20.13%,29.59%,-15.81%,SPDR S&P NYSE Technology ETF,-7.17%,-14.86%,-15.42%,SPDR S&P NYSE Technology ETF,-$53.55M,-$16.07M,-$31.83M,-$31.83M,-$107.48M
475,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",$603.95M,Schwab 1-5 Year Corporate Bond ETF,SCHJ,Charles Schwab,--,--,--,-0.88%,Schwab 1-5 Year Corporate Bond ETF,-1.52%,-1.12%,-0.93%,Schwab 1-5 Year Corporate Bond ETF,$406.18M,-$35.57M,-$7.59M,-$0.01M,$613.20M
476,0.39%,Equity: U.S. - Large Cap,$602.59M,Distillate U.S. Fundamental Stability & Value ETF,DSTL,Distillate Capital,--,--,22.57%,-3.57%,Distillate U.S. Fundamental Stability & Value ETF,18.42%,1.10%,-5.57%,Distillate U.S. Fundamental Stability & Value ETF,$318.55M,$187.90M,$51.47M,$67.60M,$484.22M
477,0.29%,Equity: U.S. - Large Cap,$601.37M,Global X S&P 500 Catholic Values ETF,CATH,"Mirae Asset Global Investments Co., Ltd.",15.69%,--,19.70%,-7.90%,Global X S&P 500 Catholic Values ETF,15.00%,-4.86%,-8.93%,Global X S&P 500 Catholic Values ETF,$69.78M,$47.97M,$12.09M,$12.05M,$205.49M
478,0.20%,Equity: U.S. - Large Cap,$593.07M,SPDR Russell 1000 Low Volatility Focus ETF,ONEV,State Street Global Advisors,12.82%,--,16.09%,-4.98%,SPDR Russell 1000 Low Volatility Focus ETF,16.73%,-2.66%,-7.16%,SPDR Russell 1000 Low Volatility Focus ETF,$47.17M,$25.40M,$9.94M,$12.22M,-$50.78M
479,0.60%,Equity: U.S. - Extended Market,$580.96M,First Trust SMID Cap Rising Dividend Achievers ETF,SDVY,First Trust,--,--,16.07%,-3.30%,First Trust SMID Cap Rising Dividend Achievers ETF,14.28%,-4.17%,-5.16%,First Trust SMID Cap Rising Dividend Achievers ETF,$583.14M,$321.83M,$164.38M,$180.89M,$590.70M
480,0.39%,Equity: U.S. - Small Cap Value,$575.23M,Invesco S&P SmallCap Value with Momentum ETF,XSVM,Invesco,13.32%,14.84%,23.53%,-0.78%,Invesco S&P SmallCap Value with Momentum ETF,32.04%,-2.08%,-2.65%,Invesco S&P SmallCap Value with Momentum ETF,$412.93M,$148.09M,$76.20M,$80.49M,$436.53M
481,1.47%,"Leveraged Fixed Income: U.S. - Corporate, Preferred",$559.16M,Virtus InfraCap U.S. Preferred Stock ETF,PFFA,Virtus Investment Partners,--,--,9.42%,-1.51%,Virtus InfraCap U.S. Preferred Stock ETF,15.14%,-2.04%,-2.67%,Virtus InfraCap U.S. Preferred Stock ETF,$281.89M,$42.30M,$9.99M,$12.46M,$515.12M
