ticker,aum,expense,segment,name,issuer,return_ytd,return_5y,return_1y,return_1m,return_3y,return_10y,return_3m,flow_3y,flow_3m,flow_1y,flow_ytd,flow_1m
DIVO,"955,220,000 ",0.55%,Equity: U.S. - Large Cap,Amplify CWP Enhanced Dividend Income ETF,Amplify Investments,-4.90%,13.41%,15.00%,-3.79%,16.15%,--,-1.18%,$895.27M,$233.69M,$711.52M,$65.65M,$86.69M
NTSX,"950,270,000 ",0.20%,Asset Allocation: U.S. Target Risk,WisdomTree U.S. Efficient Core Fund,WisdomTree,-10.49%,--,7.33%,-10.02%,19.45%,--,-7.49%,$849.49M,$256.85M,$526.33M,$75.00M,$50.59M
PHB,"943,210,000 ",0.50%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Invesco Fundamental High Yield Corporate Bond ETF,Invesco,-2.37%,4.13%,0.97%,-2.42%,5.12%,4.62%,-1.86%,$294.91M,$157.74M,$198.64M,-$24.66M,-$34.38M
VXX,"943,100,000 ",0.89%,Alternatives: U.S. - Volatility,iPath Series B S&P 500 VIX Short Term Futures ETN,Barclays Capital Inc.,31.25%,--,-64.65%,20.52%,-45.30%,--,13.27%,"$1,782.51M",-$398.00M,$727.14M,-$83.32M,$113.28M
LTPZ,"933,720,000 ",0.20%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Long-Term",PIMCO 15+ Year US TIPS Index ETF,PIMCO,-8.34%,7.63%,-0.79%,-7.23%,13.00%,4.46%,-6.56%,$681.97M,$103.39M,$97.00M,$13.36M,$31.52M
FSTA,"933,660,000 ",0.08%,Equity: U.S. Consumer Staples,Fidelity MSCI Consumer Staples Index ETF,Fidelity,-4.11%,9.98%,13.49%,-1.82%,15.74%,--,3.69%,$274.36M,$75.82M,-$42.36M,$53.08M,$57.68M
RYH,"929,820,000 ",0.40%,Equity: U.S. Health Care,Invesco S&P 500 Equal Weight Health Care ETF,Invesco,-10.52%,14.65%,6.63%,-9.40%,15.10%,15.78%,-6.40%,-$58.79M,-$28.00M,$72.60M,$15.34M,$15.34M
FLQL,"910,610,000 ",0.15%,Equity: U.S. - Large Cap,Franklin LibertyQ U.S. Equity ETF,Franklin Templeton,-8.19%,--,14.43%,-6.66%,16.15%,--,-2.31%,-$11.56M,-$38.10M,-$779.77M,-$18.41M,-$4.36M
FYX,"909,220,000 ",0.63%,Equity: U.S. - Small Cap,First Trust Small Cap Core AlphaDEX Fund,First Trust,-9.03%,10.28%,5.23%,-7.76%,14.16%,10.75%,-7.56%,$135.43M,$20.62M,$121.00M,$0.41M,$0.41M
NUSI,"906,170,000 ",0.68%,Equity: U.S. - Large Cap,Nationwide Nasdaq-100 Risk-Managed Income ETF,Nationwide,-8.97%,--,-1.63%,-8.93%,--,--,-7.78%,$985.04M,$254.14M,$798.56M,$87.60M,$100.15M
BBUS,"894,900,000 ",0.02%,Equity: U.S. - Total Market,JPMorgan BetaBuilders U.S. Equity ETF,JPMorgan Chase,-9.40%,--,12.14%,-8.68%,--,--,-6.12%,$776.80M,$182.01M,$549.94M,$88.63M,$92.97M
DHS,"891,360,000 ",0.38%,Equity: U.S. - High Dividend Yield,WisdomTree U.S. High Dividend Fund,WisdomTree,1.04%,8.23%,22.11%,2.36%,10.71%,10.64%,5.97%,-$132.67M,$28.52M,-$14.57M,$12.57M,$12.57M
IAI,"889,570,000 ",0.41%,Equity: U.S. Capital Markets,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Blackrock,-6.49%,16.54%,26.85%,-6.62%,21.10%,18.32%,-9.69%,$552.65M,-$18.24M,$603.97M,-$30.84M,-$25.33M
RYLD,"884,680,000 ",0.60%,Equity: U.S. - Small Cap,Global X Russell 2000 Covered Call ETF,"Mirae Asset Global Investments Co., Ltd.",-7.70%,--,9.76%,-7.11%,--,--,-8.56%,$971.33M,$446.12M,$931.55M,$143.39M,$188.57M
WCLD,"878,340,000 ",0.45%,Equity: U.S. Software & Services,WisdomTree Cloud Computing Fund,WisdomTree,-21.79%,--,-25.11%,-23.64%,--,--,-35.36%,$845.85M,-$32.63M,-$147.82M,-$65.79M,-$81.52M
SGOV,"875,150,000 ",0.03%,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",iShares 0-3 Month Treasury Bond ETF,Blackrock,0%,--,0.04%,0.00%,--,--,0.02%,$865.11M,$80.01M,$30.01M,$60.01M,$60.01M
NRGU,"875,000,000 ",0.95%,"Leveraged Equity: U.S. Oil, Gas & Consumable Fuels",MicroSectors U.S. Big Oil Index 3X Leveraged ETN,BMO,57.35%,--,245.88%,63.77%,--,--,18.02%,$288.14M,$0.00M,$22.70M,$0.00M,$0.00M
SMDV,"868,860,000 ",0.41%,Equity: U.S. - Small Cap,ProShares Russell 2000 Dividend Growers ETF,ProShares,-5.32%,4.37%,8.32%,-3.73%,5.37%,--,-1.20%,$287.44M,$39.45M,$108.48M,$4.68M,$5.99M
PSQ,"866,520,000 ",0.95%,Inverse Equity: U.S. - Large Cap,ProShares Short QQQ,ProShares,14.87%,-22.13%,-9.26%,14.55%,-26.64%,-19.79%,8.36%,$865.98M,$264.93M,$451.24M,$317.19M,$308.51M
ILCB,"862,340,000 ",0.03%,Equity: U.S. - Total Market,iShares Morningstar U.S. Equity ETF,Blackrock,-9.35%,14.23%,10.54%,-8.72%,19.30%,14.65%,-6.37%,-$94.36M,-$13.41M,-$83.49M,$6.21M,$6.21M
ROM,"860,540,000 ",0.95%,Leveraged Equity: U.S. Information Technology,ProShares Ultra Technology,ProShares,-25.88%,47.61%,19.89%,-25.92%,61.57%,36.60%,-15.71%,-$162.28M,-$58.48M,-$99.55M,-$54.38M,-$41.64M
XMMO,"855,800,000 ",0.33%,Equity: U.S. - Mid Cap,Invesco S&P Midcap Momentum ETF,Invesco,-11.58%,20.32%,-3.93%,-9.63%,17.34%,14.75%,-11.55%,$286.02M,-$67.02M,-$56.09M,-$23.92M,-$49.30M
IVOG,"849,620,000 ",0.15%,Equity: U.S. - Mid Cap Growth,Vanguard S&P Mid-Cap 400 Growth ETF,Vanguard,-13.72%,10.52%,-3.11%,-12.32%,13.49%,11.92%,-12.26%,-$112.29M,$26.68M,-$2.20M,$13.58M,$18.83M
LABU,"846,930,000 ",1.02%,Leveraged Equity: U.S. Biotechnology,Direxion Daily S&P Biotech Bull 3X Shares,Direxion,-50.86%,-13.30%,-86.42%,-58.40%,-28.04%,--,-66.37%,$947.29M,$915.75M,"$1,698.73M",$480.52M,$484.81M
SPGP,"846,300,000 ",0.36%,Equity: U.S. - Large Cap Growth,Invesco S&P 500 GARP ETF,Invesco,-8.91%,21.40%,18.63%,-7.42%,22.89%,16.98%,-3.67%,$469.28M,$219.06M,$473.17M,$35.36M,$94.68M
SUSC,"844,250,000 ",0.18%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",iShares ESG Aware USD Corporate Bond ETF,Blackrock,-3.30%,--,-3.90%,-3.47%,5.61%,--,-3.20%,$852.33M,$31.19M,$116.92M,-$37.39M,-$25.11M
FIDU,"843,090,000 ",0.08%,Equity: U.S. Industrials,Fidelity MSCI Industrials Index ETF,Fidelity,-7.49%,11.12%,11.61%,-6.05%,15.14%,--,-6.01%,$289.66M,$36.84M,$173.50M,-$21.25M,-$21.25M
GSEW,"842,920,000 ",0.09%,Equity: U.S. - Large Cap,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,Goldman Sachs,-9.76%,--,9.82%,-9.28%,15.75%,--,-9.17%,$551.96M,$14.98M,$210.56M,-$6.85M,-$3.27M
GUSH,"837,080,000 ",1.17%,"Leveraged Equity: U.S. Oil, Gas & Consumable Fuels",Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,Direxion,17.93%,-65.23%,115.78%,18.60%,-71.64%,--,-13.42%,$306.34M,-$33.37M,-$346.56M,-$62.84M,-$81.40M
MLPX,"836,260,000 ",0.45%,Equity: U.S. MLPs,Global X MLP & Energy Infrastructure ETF,"Mirae Asset Global Investments Co., Ltd.",7.30%,1.94%,39.50%,9.04%,7.47%,--,-1.88%,$119.33M,$44.52M,$4.72M,$27.73M,$26.17M
DRSK,"836,180,000 ",0.79%,Asset Allocation: U.S. Target Outcome,Aptus Defined Risk ETF,Aptus Capital Advisors,-1.46%,--,-1.12%,-1.44%,7.74%,--,-1.33%,$774.96M,$46.55M,$288.74M,-$10.04M,-$4.22M
BSJM,"835,390,000 ",0.42%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Short-Term",Invesco BulletShares 2022 High Yield Corporate Bond ETF,Invesco,-0.55%,2.85%,2.33%,-0.68%,2.70%,--,-0.01%,$558.99M,-$69.37M,$51.75M,-$78.68M,-$64.74M
IGBH,"833,790,000 ",0.16%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",iShares Interest Rate Hedged Long-Term Corporate Bond ETF,Blackrock,-1.21%,3.12%,0.78%,-1.64%,2.92%,--,-2.72%,$783.88M,$35.19M,$223.85M,$28.57M,$28.57M
IYK,"827,310,000 ",0.43%,Equity: U.S. Consumer Staples,iShares U.S. Consumer Staples ETF,Blackrock,-1.14%,13.89%,11.52%,1.17%,23.63%,13.35%,7.59%,$29.95M,$80.57M,-$7.60M,$60.78M,$80.57M
PWV,"826,550,000 ",0.58%,Equity: U.S. - Large Cap Value,Invesco Dynamic Large Cap Value ETF,Invesco,-1.74%,9.48%,24.21%,-0.68%,13.89%,11.82%,1.54%,-$519.57M,$33.51M,$4.23M,$21.75M,$32.97M
SNPE,"824,290,000 ",0.10%,Equity: U.S. - Large Cap,Xtrackers S&P 500 ESG ETF,DWS,-8.53%,--,16.58%,-7.86%,--,--,-3.77%,$646.91M,$59.67M,$312.36M,$47.86M,$52.15M
NULG,"821,430,000 ",0.25%,Equity: U.S. - Large Cap Growth,Nuveen ESG Large-Cap Growth ETF,Nuveen Securities,-16.23%,20.74%,3.95%,-15.80%,24.94%,--,-14.16%,$657.72M,$78.10M,$287.84M,$22.25M,$36.13M
IMCB,"818,990,000 ",0.04%,Equity: U.S. - Mid Cap,iShares Morningstar Mid-Cap ETF,Blackrock,-9.75%,11.12%,8.38%,-8.61%,14.74%,12.50%,-8.98%,-$59.98M,-$32.22M,-$71.50M,$0.00M,$0.00M
IDU,"816,960,000 ",0.43%,Equity: U.S. Utilities,iShares U.S. Utilities ETF,Blackrock,-7.36%,9.20%,7.40%,-4.92%,9.61%,10.02%,-1.30%,$14.95M,-$8.54M,-$16.36M,$0.01M,$0.01M
IVOV,"811,840,000 ",0.15%,Equity: U.S. - Mid Cap Value,Vanguard S&P Mid-Cap 400 Value ETF,Vanguard,-5.70%,9.09%,17.42%,-4.03%,13.22%,11.98%,-3.51%,$9.49M,$24.17M,$159.70M,$8.40M,$16.82M
UYG,"806,520,000 ",0.95%,Leveraged Equity: U.S. Financials,ProShares Ultra Financials,ProShares,-8.55%,14.20%,45.64%,-6.66%,17.55%,22.05%,-16.06%,-$301.48M,-$36.98M,-$77.48M,$3.54M,$3.54M
OUSA,"799,510,000 ",0.48%,Equity: U.S. - Large Cap,O?™Shares U.S. Quality Dividend ETF,O'Shares Investments,-7.13%,11.94%,13.76%,-5.76%,14.02%,--,-1.26%,$201.01M,$79.79M,$113.33M,$29.35M,$43.31M
FLTR,"797,530,000 ",0.14%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Floating Rate",VanEck Investment Grade Floating Rate ETF,VanEck,0.04%,2.08%,0.19%,0.05%,2.14%,2.16%,-0.18%,$182.08M,$50.56M,$349.66M,$34.13M,$36.65M
ILCV,"797,030,000 ",0.04%,Equity: U.S. - Total Market Value,iShares Morningstar Value ETF,Blackrock,-4.58%,9.86%,19.03%,-3.21%,12.55%,11.17%,-0.83%,$144.02M,$13.77M,$138.19M,$10.24M,$10.24M
CORP,"794,870,000 ",0.20%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",PIMCO Investment Grade Corporate Bond Index ETF,PIMCO,-3.23%,4.39%,-3.49%,-3.35%,5.91%,4.13%,-3.06%,$98.96M,$23.07M,$6.33M,$5.86M,$5.86M
QVML,"790,190,000 ",0.11%,Equity: U.S. - Large Cap,Invesco S&P 500 QVM Multi-Factor ETF,Invesco,-8.23%,--,--,-7.47%,--,--,-3.62%,$758.40M,$7.09M,$758.40M,$6.88M,$6.88M
UDOW,"789,050,000 ",0.95%,Leveraged Equity: U.S. - Large Cap,ProShares UltraPro Dow30,ProShares,-17.08%,23.57%,32.71%,-14.42%,19.04%,28.05%,-13.16%,-$238.30M,$7.29M,-$75.05M,-$12.74M,-$8.64M
XTN,"787,240,000 ",0.35%,Equity: U.S. Transportation,SPDR S&P Transportation ETF,State Street Global Advisors,-11.82%,9.31%,15.00%,-11.04%,13.34%,13.75%,-8.71%,$501.99M,$126.94M,$261.76M,-$8.52M,-$8.52M
IFRA,"783,820,000 ",0.30%,Equity: U.S. Infrastructure,iShares U.S. Infrastructure ETF,Blackrock,-7.14%,--,17.83%,-5.15%,14.91%,--,-1.81%,$731.53M,$82.83M,$571.83M,$0.06M,$30.52M
CMBS,"783,110,000 ",0.25%,"Fixed Income: U.S. - Corporate, Asset-backed Investment Grade",iShares CMBS ETF,Blackrock,-1.75%,3.05%,-3.61%,-1.90%,3.87%,--,-1.85%,$454.33M,-$12.53M,$348.70M,-$52.52M,-$52.52M
SMMV,"780,110,000 ",0.20%,Equity: U.S. - Small Cap,iShares MSCI USA Small-Cap Min Vol Factor ETF,Blackrock,-8.62%,8.11%,1.24%,-7.53%,6.70%,--,-6.38%,$590.73M,-$39.36M,-$144.21M,-$16.58M,-$20.49M
EZM,"779,980,000 ",0.38%,Equity: U.S. - Mid Cap,WisdomTree U.S. MidCap Fund,WisdomTree,-7.36%,9.91%,15.03%,-5.66%,12.76%,12.04%,-4.45%,-$410.93M,$6.77M,$29.74M,-$0.88M,-$0.88M
PSI,"779,020,000 ",0.56%,Equity: U.S. Semiconductors,Invesco Dynamic Semiconductors ETF,Invesco,-17.52%,27.77%,8.49%,-15.58%,37.27%,24.16%,-3.60%,$333.27M,$69.77M,$245.16M,-$12.24M,-$4.53M
SWAN,"778,270,000 ",0.49%,Asset Allocation:Asset Allocation Target Outcome,Amplify BlackSwan Growth & Treasury Core ETF,Amplify Investments,-7.59%,--,1.90%,-7.02%,12.37%,--,-5.47%,$671.81M,-$35.12M,$23.49M,-$36.26M,-$80.34M
GIGB,"776,000,000 ",0.14%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Goldman Sachs Access Investment Grade Corporate Bond ETF,Goldman Sachs,-3.46%,--,-4.69%,-3.76%,5.22%,--,-3.65%,$421.50M,$27.06M,$49.71M,$8.09M,$8.09M
TDTF,"762,750,000 ",0.18%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Intermediate",FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Northern Trust,-2.32%,4.28%,2.50%,-1.55%,6.97%,2.37%,-2.02%,-$11.83M,$69.88M,$182.16M,$4.16M,$13.93M
FCOM,"760,590,000 ",0.08%,Equity: U.S. Communication Services,Fidelity MSCI Communication Services Index ETF,Fidelity,-11.06%,9.95%,-2.83%,-11.70%,15.35%,--,-14.12%,$303.07M,-$47.44M,$133.19M,-$9.49M,-$9.49M
PSC,"760,320,000 ",0.38%,Equity: U.S. - Small Cap,Principal U.S. Small-Cap Multi-Factor ETF,Principal,-9.07%,10.69%,9.16%,-7.84%,14.15%,--,-7.92%,$58.65M,-$797.93M,-$372.64M,-$404.66M,-$404.66M
JHML,"753,840,000 ",0.29%,Equity: U.S. - Large Cap,John Hancock Multifactor Large Cap ETF,John Hancock,-8.54%,14.48%,13.44%,-7.50%,18.51%,--,-5.30%,-$436.90M,$17.68M,-$350.82M,$18.98M,$21.96M
LVHD,"753,590,000 ",0.27%,Equity: U.S. - Total Market,Legg Mason Low Volatility High Dividend ETF,Franklin Templeton,-3.77%,9.40%,19.27%,-1.62%,12.39%,--,4.42%,$22.02M,-$17.17M,-$64.98M,-$1.94M,-$1.92M
BSJN,"748,860,000 ",0.42%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Invesco BulletShares 2023 High Yield Corporate Bond ETF,Invesco,-1.27%,3.58%,2.00%,-1.43%,3.65%,--,-0.67%,$631.47M,$62.99M,$278.32M,$10.02M,$22.66M
PNQI,"740,330,000 ",0.60%,Equity: U.S. Internet,Invesco NASDAQ Internet ETF,Invesco,-18.74%,14.11%,-27.15%,-19.49%,12.46%,17.03%,-28.61%,-$40.48M,-$56.21M,-$62.94M,-$60.46M,-$60.46M
RWJ,"738,020,000 ",0.39%,Equity: U.S. - Small Cap,Invesco S&P SmallCap 600 Revenue ETF,Invesco,-6.76%,12.61%,16.52%,-5.59%,21.99%,13.86%,-4.86%,$151.10M,$73.69M,$295.79M,$34.42M,$34.42M
PTNQ,"736,160,000 ",0.65%,Equity: U.S. - Large Cap,Pacer Trendpilot 100 ETF,Pacer Advisors,-7.60%,17.83%,2.39%,-7.68%,18.73%,--,-5.27%,-$2.75M,-$34.82M,-$104.04M,-$20.24M,-$20.24M
ONEY,"731,370,000 ",0.20%,Equity: U.S. - Large Cap,SPDR Russell 1000 Yield Focus ETF,State Street Global Advisors,-3.44%,11.97%,26.30%,-1.27%,16.88%,--,-0.49%,$134.19M,$22.72M,$121.42M,$12.03M,$12.03M
AGZ,"731,240,000 ",0.20%,"Fixed Income: U.S. - Government, Agency Investment Grade",iShares Agency Bond ETF,Blackrock,-1.09%,2.47%,-2.16%,-1.13%,3.00%,1.82%,-1.23%,$216.19M,-$29.19M,-$17.55M,-$17.46M,-$17.46M
RDIV,"727,770,000 ",0.39%,Equity: U.S. - High Dividend Yield,Invesco S&P Ultra Dividend Revenue ETF,Invesco,-1.92%,8.10%,22.41%,-0.12%,9.46%,--,3.27%,-$567.09M,$7.13M,-$5.39M,-$8.63M,-$6.12M
PWB,"725,560,000 ",0.56%,Equity: U.S. - Large Cap Growth,Invesco Dynamic Large Cap Growth ETF,Invesco,-14.47%,16.52%,-0.78%,-14.35%,16.31%,15.94%,-12.26%,-$268.17M,-$26.34M,-$62.75M,-$10.94M,$1.96M
BSCQ,"715,610,000 ",0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco BulletShares 2026 Corporate Bond ETF,Invesco,-1.98%,4.46%,-3.27%,-1.88%,5.76%,--,-2.10%,$641.99M,$129.81M,$368.65M,$22.04M,$31.55M
IYM,"712,590,000 ",0.43%,Equity: U.S. Materials,iShares U.S. Basic Materials ETF,Blackrock,-8.03%,9.70%,14.11%,-5.70%,15.35%,4.92%,-4.89%,$73.21M,-$103.49M,$50.51M,-$1.24M,$46.47M
ACES,"705,100,000 ",0.55%,Equity: U.S. Renewable Energy,ALPS Clean Energy ETF,SS&C,-20.87%,--,-47.84%,-21.39%,28.17%,--,-30.75%,$757.98M,-$3.24M,$187.00M,$5.72M,$4.23M
TBF,"704,120,000 ",0.94%,"Inverse Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",ProShares Short 20+ Year Treasury,ProShares,5.38%,-6.26%,4.27%,5.78%,-8.76%,-5.97%,1.94%,$367.82M,-$40.69M,$374.17M,$22.77M,$22.77M
UVXY,"702,500,000 ",0.95%,Leveraged Alternatives: U.S. - Volatility,ProShares Ultra VIX Short-Term Futures ETF,ProShares,48.27%,-81.97%,-98.25%,30.25%,-85.17%,-85.37%,11.76%,"$3,692.87M",-$674.69M,$710.04M,-$451.48M,-$316.02M
XRT,"701,770,000 ",0.35%,Equity: U.S. Broad Retail,SPDR S&P Retail ETF,State Street Global Advisors,-13.02%,14.42%,-2.01%,-11.55%,22.59%,12.49%,-15.60%,$112.81M,-$144.73M,-$60.39M,$61.32M,-$108.55M
DIV,"696,930,000 ",0.45%,Equity: U.S. - High Dividend Yield,Global X SuperDividend U.S. ETF,"Mirae Asset Global Investments Co., Ltd.",-2.11%,2.23%,18.95%,-0.88%,2.15%,--,1.54%,$333.68M,$12.49M,$77.53M,$0.02M,$3.56M
MUNI,"691,030,000 ",0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",PIMCO Intermediate Municipal Bond Active ETF,PIMCO,-1.66%,3.30%,-1.29%,-1.72%,3.50%,2.51%,-0.95%,$373.49M,$22.45M,$104.61M,-$0.02M,-$0.02M
PFM,"689,500,000 ",0.53%,Equity: U.S. - Total Market,Invesco Dividend Achievers ETF,Invesco,-5.86%,12.20%,15.20%,-4.40%,15.28%,11.69%,-1.98%,$200.18M,-$2.24M,$71.33M,-$23.55M,-$20.38M
EPS,"687,200,000 ",0.08%,Equity: U.S. - Large Cap,WisdomTree U.S. LargeCap Fund,WisdomTree,-7.05%,14.29%,15.29%,-6.37%,17.96%,13.94%,-3.03%,$306.75M,$88.97M,$149.91M,$43.17M,$76.03M
HYGV,"686,570,000 ",0.37%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",FlexShares High Yield Value-Scored Bond Index Fund,Northern Trust,-2.33%,--,2.81%,-2.64%,7.39%,--,-1.49%,$659.47M,$137.41M,$508.23M,$51.29M,$63.54M
VTC,"670,970,000 ",0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Vanguard Total Corporate Bond ETF,Vanguard,-3.36%,--,-3.77%,-3.48%,5.57%,--,-3.21%,$585.64M,-$12.41M,-$13.98M,-$15.13M,-$15.13M
CALF,"664,690,000 ",0.59%,Equity: U.S. - Small Cap,Pacer U.S. Small Cap Cash Cows 100 ETF,Pacer Advisors,-7.04%,--,14.13%,-5.38%,17.54%,--,-5.91%,$625.65M,$199.70M,$593.62M,$79.34M,$100.61M
EQAL,"660,250,000 ",0.20%,Equity: U.S. - Large Cap,Invesco Russell 1000 Equal Weight ETF,Invesco,-7.65%,11.27%,9.95%,-6.50%,14.87%,--,-7.15%,$116.16M,$9.15M,$27.37M,$5.82M,$7.00M
JPUS,"658,810,000 ",0.18%,Equity: U.S. - Large Cap,JPMorgan Diversified Return U.S. Equity ETF,JPMorgan Chase,-6.55%,12.42%,17.33%,-4.65%,15.08%,--,-1.95%,-$142.31M,-$41.36M,-$68.14M,$0.00M,$0.00M
PPA,"647,990,000 ",0.61%,Equity: U.S. Aerospace & Defense,Invesco Aerospace & Defense ETF,Invesco,-2.25%,11.88%,5.95%,-1.19%,10.45%,15.26%,-4.40%,-$332.12M,-$24.20M,-$90.62M,-$2.22M,-$4.38M
KRMA,"647,930,000 ",0.43%,Equity: U.S. - Total Market,Global X Conscious Companies ETF,"Mirae Asset Global Investments Co., Ltd.",-9.80%,15.25%,12.03%,-8.88%,17.79%,--,-5.81%,$435.05M,$33.50M,$191.23M,$38.24M,$38.63M
EES,"647,810,000 ",0.38%,Equity: U.S. - Small Cap,WisdomTree U.S. SmallCap Fund,WisdomTree,-8.04%,9.35%,13.05%,-7.09%,11.47%,11.57%,-5.10%,-$128.41M,$27.17M,$81.19M,$25.96M,$25.96M
CFA,"644,140,000 ",0.35%,Equity: U.S. - Large Cap,VictoryShares US 500 Volatility Wtd ETF,Victory Capital,-8.17%,12.91%,13.18%,-6.71%,16.08%,--,-4.99%,-$277.08M,-$45.98M,-$114.27M,$0.00M,-$19.41M
EUSB,"643,950,000 ",0.12%,"Fixed Income: U.S. - Broad Market, Broad-based",iShares ESG Advanced Total USD Bond Market ETF,Blackrock,-2.49%,--,-3.31%,-2.31%,--,--,-2.07%,$636.68M,$108.32M,$495.66M,$19.50M,$39.18M
CLTL,"633,500,000 ",0.08%,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Invesco Treasury Collateral ETF,Invesco,-0.04%,--,-0.06%,-0.04%,1.00%,--,-0.06%,$70.23M,-$65.51M,-$152.18M,$17.95M,$8.44M
SPHY,"629,790,000 ",0.10%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",SPDR Portfolio High Yield Bond ETF,State Street Global Advisors,-2.18%,5.00%,2.96%,-2.22%,6.87%,--,-1.11%,$566.91M,$87.39M,$438.86M,$47.54M,$74.07M
LGLV,"629,200,000 ",0.12%,Equity: U.S. - Large Cap,SPDR SSGA U.S. Large Cap Low Volatility Index ETF,State Street Global Advisors,-9.28%,13.80%,17.13%,-7.28%,16.12%,--,-3.94%,$276.68M,$2.55M,-$31.33M,$1.63M,$14.90M
ERX,"617,570,000 ",1.00%,Leveraged Equity: U.S. Energy,Direxion Daily Energy Bull 2x Shares,Direxion,36.98%,-35.43%,153.44%,39.90%,-39.86%,-21.76%,21.87%,$37.95M,-$137.47M,-$384.49M,-$50.16M,-$47.22M
BUFR,"614,900,000 ",1.05%,Equity: U.S. - Large Cap,FT Cboe Vest Fund of Buffer ETF,First Trust,-4.12%,--,6.44%,-3.72%,--,--,-2.46%,$606.50M,$198.80M,$526.07M,$59.11M,$61.51M
VTWG,"612,030,000 ",0.15%,Equity: U.S. - Small Cap Growth,Vanguard Russell 2000 Growth ETF,Vanguard,-17.03%,9.89%,-21.82%,-17.15%,10.32%,11.26%,-20.18%,$282.10M,$19.53M,$107.61M,$0.00M,-$214.77M
XNTK,"605,740,000 ",0.35%,Equity: U.S. Information Technology,SPDR S&P NYSE Technology ETF,State Street Global Advisors,-15.82%,24.01%,-6.63%,-16.20%,29.34%,20.13%,-15.03%,-$107.48M,-$16.07M,-$53.55M,-$31.83M,-$31.83M
SCHJ,"603,950,000 ",0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Schwab 1-5 Year Corporate Bond ETF,Charles Schwab,-1.18%,--,-1.82%,-1.13%,--,--,-1.37%,$613.20M,-$35.57M,$406.18M,-$7.59M,-$0.01M
DSTL,"602,590,000 ",0.39%,Equity: U.S. - Large Cap,Distillate U.S. Fundamental Stability & Value ETF,Distillate Capital,-6.03%,--,18.29%,-4.04%,22.34%,--,1.03%,$484.22M,$187.90M,$318.55M,$51.47M,$67.60M
CATH,"601,370,000 ",0.29%,Equity: U.S. - Large Cap,Global X S&P 500 Catholic Values ETF,"Mirae Asset Global Investments Co., Ltd.",-8.98%,15.52%,14.67%,-7.95%,19.65%,--,-5.11%,$205.49M,$47.97M,$69.78M,$12.09M,$12.05M
ONEV,"593,070,000 ",0.20%,Equity: U.S. - Large Cap,SPDR Russell 1000 Low Volatility Focus ETF,State Street Global Advisors,-7.94%,12.58%,16.21%,-5.77%,15.74%,--,-3.16%,-$50.78M,$25.40M,$47.17M,$9.94M,$12.22M
SDVY,"580,960,000 ",0.60%,Equity: U.S. - Extended Market,First Trust SMID Cap Rising Dividend Achievers ETF,First Trust,-6.32%,--,14.81%,-4.48%,15.57%,--,-4.07%,$590.70M,$321.83M,$583.14M,$164.38M,$180.89M
XSVM,"575,230,000 ",0.39%,Equity: U.S. - Small Cap Value,Invesco S&P SmallCap Value with Momentum ETF,Invesco,-4.19%,12.99%,25.35%,-2.35%,22.85%,14.71%,-1.64%,$436.53M,$148.09M,$412.93M,$76.20M,$80.49M
PFFA,"559,160,000 ",1.47%,"Leveraged Fixed Income: U.S. - Corporate, Preferred",Virtus InfraCap U.S. Preferred Stock ETF,Virtus Investment Partners,-3.18%,--,14.68%,-2.03%,9.22%,--,-2.48%,$515.12M,$42.30M,$281.89M,$9.99M,$12.46M
SMMU,"558,080,000 ",0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",PIMCO Short Term Municipal Bond Active ETF,PIMCO,-0.88%,1.72%,-0.79%,-0.92%,1.78%,1.14%,-0.75%,$476.42M,$12.85M,$259.64M,-$5.09M,-$2.53M
SDS,"557,670,000 ",0.91%,Inverse Equity: U.S. - Large Cap,ProShares UltraShort S&P500,ProShares,19.38%,-31.42%,-28.21%,17.06%,-39.00%,-29.33%,8.05%,"$1,243.88M",-$56.93M,$37.15M,-$47.50M,-$21.96M
